accx,accy,accz
0.8723,0.1442,-0.367
0.6534,0.1422,-0.5409
0.8312,0.0231,-0.3143
0.7921,0.0816,-0.3182
0.6964,0.195,-0.373
0.7902,0.1481,-0.3476
0.968,0.0621,-0.3905
0.9523,0.109,-0.3944
0.9015,0.1286,-0.3553
0.8253,0.2478,-0.2381
0.884,0.2849,-0.3866
0.9192,0.1754,-0.3162
0.8488,0.191,-0.3749
0.7238,0.2439,-0.5078
0.7883,0.1852,-0.4394
0.8644,0.2164,-0.5527
0.9953,0.1344,-0.41
0.8917,0.1286,-0.3143
0.7433,0.2224,-0.3866
0.5147,0.1149,-0.5566
0.9406,0.1794,-0.539
0.7843,0.3728,-0.3788
0.7471,0.4529,-0.5058
0.9641,0.4919,-0.4999
0.9739,0.449,-0.3768
0.8019,0.3806,-0.3984
0.6651,0.2595,-0.7813
0.6299,0.3845,-0.6152
0.2196,0.0289,-0.4511
1.007,0.4861,-0.6269
0.6632,0.3845,-0.4277
0.7569,0.3806,-0.328
0.7277,0.4627,-0.367
0.8507,0.619,-0.4413
0.6397,0.7949,-0.3768
0.5811,0.5721,-0.2088
0.5811,0.5721,-0.2088
0.7277,0.4959,-0.3182
0.7061,0.5056,-0.3984
0.7706,0.4432,-0.4081
0.882,0.2927,-0.3143
0.839,0.2849,-0.3436
0.8527,0.3044,-0.373
1.0012,0.0231,-0.5312
0.7745,0.2067,-0.6406
0.5538,0.4197,-0.5214
0.5771,0.6034,-0.4706
0.6124,0.5955,-0.4296
0.5752,0.6209,-0.5214
0.5322,0.6365,-0.582
0.6006,0.5428,-0.6133
0.6632,0.3982,-0.5625
0.6632,0.3982,-0.5625
0.6065,0.3631,-0.6054
0.6632,0.3337,-0.6113
0.714,0.2946,-0.6113
0.6612,0.3259,-0.6621
0.6437,0.3279,-0.6602
0.6886,0.3044,-0.6876
0.7374,0.277,-0.7168
0.7745,0.2458,-0.709
0.7355,0.2204,-0.6816
0.7081,0.2692,-0.6699
0.7081,0.2692,-0.6699
0.6924,0.3103,-0.6113
0.6553,0.361,-0.5742
0.7179,0.2262,-0.6699
0.7335,0.1833,-0.6699
0.7452,0.1324,-0.666
0.7335,0.1286,-0.625
0.6437,0.236,-0.5488
0.6651,0.2067,-0.625
0.667,0.2028,-0.6406
0.6612,0.1657,-0.6876
0.7061,0.0876,-0.625
0.669,0.1833,-0.5527
0.669,0.1833,-0.5527
0.6378,0.238,-0.6054
0.6221,0.2282,-0.6387
0.7413,-0.0199,-0.9337
0.7413,-0.0199,-0.9337
0.7413,0.0015,-0.7696
0.6866,0.0914,-0.6758
0.6065,0.1871,-0.6348
0.6241,0.1266,-0.7735
0.6768,-0.0257,-0.8497
0.7238,-0.0687,-0.7931
0.7238,-0.0727,-0.7871
0.6866,-0.0199,-0.7481
0.6866,0.0328,-0.6739
0.6358,0.0445,-0.6816
0.5929,0.025,-0.7051
0.6026,-0.0101,-0.713
0.6339,-0.0316,-0.7168
0.6397,-0.0648,-0.7774
0.6495,-0.1137,-0.7774
0.6339,-0.1019,-0.7324
0.5557,-0.0667,-0.8126
0.5381,-0.0863,-0.8555
0.5674,-0.1254,-0.8282
0.585,-0.1351,-0.8028
0.5615,-0.1156,-0.75
0.5401,-0.0727,-0.8048
0.5381,-0.0765,-0.8418
0.5322,-0.0902,-0.8966
0.5244,-0.1019,-0.8751
0.5244,-0.1078,-0.8458
0.499,-0.0667,-0.9005
0.3251,0.0621,-0.7384
0.1766,0.1931,-0.7226
0.2802,-0.0706,-1.1662
0.4346,-0.1605,-1.0588
0.333,-0.1605,-0.9473
0.2997,-0.0375,-0.7266
0.2646,0.0953,-0.7012
0.1824,0.1931,-0.8321
0.1688,0.1246,-0.9513
0.29,-0.0179,-1.053
0.3564,-0.1254,-0.9708
0.2762,0.0464,-0.8693
0.2548,0.0582,-0.965
0.2548,0.0582,-0.965
0.2704,0.0367,-0.9748
0.2762,0.0152,-1.0197
0.2978,-0.0023,-0.9904
0.5303,-0.3091,-1.1506
0.2079,0.1012,-0.6836
0.2529,-0.0003,-0.8693
0.4071,-0.1,-0.9611
0.4071,-0.1,-0.9611
0.3505,-0.0218,-0.8849
0.4229,-0.0823,-0.8595
0.4483,-0.2681,-0.9298
0.4385,-0.225,-0.8966
0.3212,-0.395,-0.838
0.3212,-0.395,-0.838
0.3896,-0.4751,-0.8067
0.3368,-0.4595,-0.75
0.1766,0.2126,-0.9317
0.0184,0.7792,-0.9317
0.0184,0.7792,-0.9317
0.0066,0.5408,-1.1487
0.034,0.4803,-0.8497
0.1297,0.4216,-0.9084
0.4287,0.1735,-0.7813
0.3349,0.0289,-0.9454
0.3173,0.0094,-0.9825
0.1591,-0.055,-0.9923
0.0887,-0.1078,-0.9571
0.1356,-0.0511,-0.922
0.1532,-0.0003,-1.008
0.4071,-0.1137,-0.9533
0.5929,-0.0531,-0.8478
0.1649,0.1168,-0.8106
-0.1926,0.107,-0.9767
0.2431,-0.1684,-0.8986
0.2431,-0.1684,-0.8986
0.202,-0.0569,-0.922
0.1591,0.0113,-0.9181
0.1942,-0.0062,-0.883
0.2274,-0.0706,-0.8555
0.2274,-0.0706,-0.8555
0.1922,-0.0902,-0.9552
0.2001,-0.1254,-0.9142
0.2059,-0.1528,-0.9279
0.2157,-0.2074,-1.1194
0.2255,-0.0863,-0.8439
0.1903,-0.0569,-0.8341
0.1512,-0.1156,-0.8693
0.2723,-0.2817,-0.9259
0.3877,-0.3833,-0.9005
0.3877,-0.3833,-0.9005
0.4111,-0.4204,-0.7969
0.3896,-0.4458,-0.6895
0.3056,-0.4321,-0.7266
0.2802,-0.483,-0.6602
0.2802,-0.483,-0.6602
0.3095,-0.5103,-0.713
0.333,-0.6842,-0.7754
0.2606,-0.692,-0.92
0.1376,-0.6666,-1.0959
0.1376,-0.6666,-1.0959
0.157,-0.6822,-1.0353
0.1728,-0.647,-0.9982
0.1356,-0.5767,-0.7969
0.0613,-0.5084,-0.7774
0.0476,-0.4868,-0.709
0.0731,-0.3482,-0.9161
0.0574,-0.2954,-0.8087
0.0711,-0.2954,-0.7559
0.118,-0.3364,-0.7676
0.1884,-0.3813,-0.7794
0.2235,-0.266,-1.0099
0.2352,-0.2876,-0.9084
0.2235,-0.3618,-0.8576
0.2411,-0.4517,-0.8732
0.2352,-0.4673,-0.8087
0.2431,-0.4771,-0.8067
0.2802,-0.4654,-0.8497
0.2646,-0.4595,-0.8536
0.2548,-0.4654,-0.8321
0.2509,-0.4654,-0.8145
0.2783,-0.4634,-0.8185
0.2704,-0.4497,-0.838
0.2294,-0.4067,-0.8732
0.2255,-0.354,-0.9005
0.202,-0.3384,-0.8516
0.1982,-0.3266,-0.8497
0.1982,-0.3188,-0.8907
0.2313,-0.3579,-0.8809
0.1922,-0.3638,-0.8536
0.1532,-0.3559,-0.8497
0.1493,-0.354,-0.8672
0.3505,-0.4321,-1.1506
0.3505,-0.4321,-1.1506
