accx,accy,accz
0.9231,0.0601,-0.371
0.9211,0.0582,-0.3768
0.9192,0.0621,-0.3749
0.9231,0.0523,-0.3749
0.9211,0.0562,-0.3749
0.9269,0.0582,-0.3651
0.9231,0.0543,-0.3827
0.9231,0.0582,-0.3807
0.9231,0.0562,-0.3749
0.9269,0.0485,-0.3593
0.9211,0.0485,-0.3651
0.9231,0.0504,-0.369
0.9192,0.0523,-0.3788
0.9192,0.0543,-0.373
0.9269,0.0562,-0.3651
0.9231,0.0523,-0.369
0.9231,0.0523,-0.369
0.9231,0.0523,-0.369
0.925,0.0523,-0.369
0.9192,0.0543,-0.367
0.9192,0.0582,-0.373
0.9211,0.0543,-0.3749
0.9211,0.0543,-0.3749
0.9211,0.0582,-0.369
0.9231,0.0543,-0.369
0.9231,0.0562,-0.3749
0.925,0.0562,-0.371
0.925,0.0543,-0.371
0.925,0.0543,-0.371
0.9231,0.0543,-0.373
0.9211,0.0543,-0.369
0.9211,0.0562,-0.3749
0.9231,0.0504,-0.371
0.9231,0.0504,-0.371
0.9231,0.0485,-0.367
0.9192,0.0562,-0.3749
0.9211,0.0582,-0.3768
0.9211,0.0582,-0.3768
0.9269,0.0582,-0.371
0.9231,0.0543,-0.369
0.9308,0.0523,-0.367
0.925,0.0523,-0.3632
0.9211,0.0601,-0.3807
0.9231,0.0562,-0.3788
0.9231,0.0582,-0.3749
0.9211,0.0523,-0.373
0.9211,0.0523,-0.373
0.9231,0.0523,-0.369
0.925,0.0523,-0.3768
0.925,0.0523,-0.369
0.925,0.0582,-0.369
0.9231,0.0523,-0.373
0.9231,0.0523,-0.373
