time,gFx,gFy,gFz,TgF
14.672062,0.882,-0.1332,-0.2576,0.93
14.691992,0.9329,-0.1664,-0.2517,0.98
14.716674,0.9192,-0.1782,-0.2674,0.97
14.736686,0.9445,-0.2269,-0.2733,1.01
14.753321,0.9876,-0.2309,-0.2615,1.05
14.787697,0.9485,-0.1703,-0.3397,1.02
14.80786,1.0559,-0.1547,-0.2596,1.1
14.827443,1.2474,-0.014,-0.1893,1.26
14.836184,1.306,-0.014,-0.1912,1.32
14.853059,1.2415,-0.0101,-0.1872,1.26
14.887188,1.2122,-0.2348,-0.2557,1.26
14.907958,1.2377,-0.1976,-0.2186,1.27
14.930833,1.1927,-0.0609,-0.2186,1.21
14.936085,1.1672,-0.0355,-0.1932,1.18
14.953314,1.0989,0.0876,-0.156,1.11
14.987083,1.0989,0.1735,0.0568,1.11
15.006982,1.0012,0.1305,0.0276,1.01
15.023426,0.9269,0.1286,-0.0212,0.94
15.036422,0.9231,0.1051,-0.0798,0.93
15.05472,1.0168,0.0972,-0.1599,1.03
15.090801,1.0754,-0.014,-0.2205,1.1
15.117705,0.9504,0.0073,-0.1658,0.96
15.118465,0.9504,0.0073,-0.1658,0.96
15.136459,0.9054,0.0485,-0.197,0.93
15.16985,0.843,0.0641,-0.1365,0.86
15.186429,0.837,0.0445,-0.1795,0.86
15.209913,0.8917,0.0073,-0.3299,0.95
15.230025,1.0188,-0.0082,-0.4159,1.1
15.235738,1.0168,0.0035,-0.3924,1.09
15.268587,0.798,0.0211,-0.3026,0.85
15.285303,0.6612,-0.0199,-0.2771,0.72
15.310073,0.6397,-0.1039,-0.3495,0.74
15.33433,0.671,-0.1078,-0.3924,0.78
15.351728,0.669,-0.0706,-0.412,0.79
15.367658,0.6749,-0.0316,-0.4315,0.8
15.384774,0.6476,0.0426,-0.4315,0.78
15.406116,0.6006,0.109,-0.4022,0.73
15.430862,0.542,0.0758,-0.3984,0.68
15.452045,0.5557,0.0387,-0.4433,0.71
15.467804,0.6085,0.0094,-0.4843,0.78
15.484581,0.6924,-0.0277,-0.4999,0.85
15.50697,0.8058,-0.0375,-0.5449,0.97
15.531232,0.8957,-0.0082,-0.6113,1.08
15.550927,1.0422,-0.0159,-0.5879,1.2
15.56674,1.1634,-0.0199,-0.6015,1.31
15.583689,1.1986,-0.0042,-0.6445,1.36
15.60949,1.0422,0.0152,-0.7051,1.26
15.634141,0.8917,-0.0687,-0.8126,1.21
15.650037,0.8488,-0.0765,-0.838,1.2
15.666186,0.798,-0.0473,-0.8478,1.17
15.683316,0.7433,-0.0531,-0.8106,1.1
15.705062,0.9621,0.1109,-0.5332,1.11
15.725888,1.5581,0.2809,-0.3651,1.62
15.749798,1.2591,0.5878,-0.0544,1.39
15.766592,0.9289,0.5115,-0.1052,1.07
15.782635,0.6358,0.2986,-0.1326,0.71
15.802797,0.5811,0.0934,-0.031,0.59
15.83085,0.9485,-0.0394,-0.1092,0.96
15.849194,1.1712,-0.0336,-0.1872,1.19
15.866022,1.2259,0.0504,-0.2263,1.25
15.902335,1.0403,0.0601,-0.2557,1.07
15.930936,0.8351,0.0582,-0.2498,0.87
15.93117,0.8351,0.0582,-0.2498,0.87
15.947481,0.843,0.068,-0.2654,0.89
15.965345,0.796,0.0171,-0.2224,0.83
16.00347,0.7883,-0.0844,-0.2205,0.82
16.043008,0.8351,-0.1645,-0.3085,0.91
16.043214,0.8351,-0.1645,-0.3085,0.91
16.048763,0.841,-0.1586,-0.3143,0.91
16.064437,0.8957,-0.1371,-0.2908,0.95
16.103504,0.9758,0.0113,-0.2694,1.01
16.128984,0.8996,0.0171,-0.2831,0.94
16.129167,0.8996,0.0171,-0.2831,0.94
